,indice,r_ambiente,r_usd,r_metros2,r_frente,r_contrafrente,r_expensas,r_garage,r_amenities
78637,71834,1.0,,,1.0,,,,
78638,71835,2.0,,,,,,,
78639,71836,,,,1.0,,,1.0,1.0
78641,71837,1.0,,,,,,1.0,1.0
78642,71838,,,,,,,,1.0
78643,71839,,,48,1.0,,1.0,1.0,1.0
78644,71840,1.0,,,,,,,
78645,71841,1.0,,,1.0,1.0,,,
78646,71842,,,,,,,1.0,1.0
78648,71843,2.0,,,,,,1.0,1.0
78649,71844,2.0,,,,,1.0,,
78650,71845,,,215,,,,,
78651,71846,,,250,1.0,,,1.0,1.0
78652,71847,,,27,,,,1.0,1.0
78653,71848,,60.000.2,,1.0,,,1.0,1.0
78654,71849,4.0,,,1.0,,,,1.0
78655,71850,,,,,,,,
78656,71851,,87.200,35,,,,,
78657,71852,4.0,,,,,,1.0,1.0
78658,71853,1.0,,,,,,,
78659,71854,2.0,25.000,70,1.0,1.0,,1.0,1.0
78660,71855,,,,1.0,,,1.0,1.0
78661,71856,2.0,,119,1.0,,,,1.0
78662,71857,,,,,,,,
78663,71858,3.0,,,1.0,,,1.0,1.0
78664,71859,,,,,,,,
78665,71860,,,,1.0,,,1.0,1.0
78666,71861,,,261,1.0,1.0,,1.0,1.0
78667,71862,2.0,,,1.0,,,,
78668,71863,,60.000.2,,1.0,,,1.0,1.0
78669,71864,,,45,,,1.0,,
78670,71865,,88.900,35,,,,,1.0
78671,71866,,,1085,1.0,,,1.0,1.0
78672,71867,,,,,,,1.0,1.0
78673,71868,2.0,,,1.0,,1.0,,1.0
78674,71869,,,,,,,,1.0
78675,71870,3.0,,,,,,,1.0
78676,71871,,,,,,,,
78677,71872,,,48,1.0,,1.0,1.0,1.0
78678,71873,,71.500,35,,,,,
78679,71874,1.0,,30,1.0,1.0,1.0,1.0,1.0
78680,71875,,,,1.0,,,1.0,1.0
78681,71876,3.0,,,,,,,1.0
78682,71877,,,,,,,,1.0
78683,71878,1.0,,,,,,,
78684,71879,3.0,,55,,,1.0,,
78685,71880,,,,,,,1.0,1.0
78686,71881,,,48,1.0,,1.0,1.0,1.0
78687,71882,,,,1.0,,,1.0,1.0
78688,71883,,,834,,,,1.0,1.0
78689,71884,3.0,,,1.0,,1.0,,
78690,71885,4.0,,,,,,,1.0
78691,71886,3.0,,,1.0,,,,
78692,71887,,,,1.0,,,1.0,1.0
78693,71888,,,,1.0,,1.0,1.0,1.0
78694,71889,,,,1.0,,,1.0,1.0
78695,71890,,,,,,,,
78696,71891,3.0,,,1.0,,1.0,,1.0
78697,71892,4.0,,120,,,,1.0,1.0
78698,71893,,,,1.0,,,1.0,1.0
78699,71894,1.0,,,,,,,
78700,71895,,,48,1.0,,1.0,1.0,1.0
78701,71896,,,,,,,1.0,1.0
78702,71897,,,,,,1.0,1.0,1.0
78703,71898,,190.400,79,,,,,
78704,71899,4.0,,,,,,,1.0
78706,71900,,,16,,,,,1.0
78707,71901,,,48,1.0,,1.0,1.0,1.0
78708,71902,,,,,,,,
78709,71903,2.0,,69,,,1.0,,1.0
78710,71904,,,93,,,1.0,,
78711,71905,,,,,,,,
78712,71906,,,,,,,,
78713,71907,1.0,,,,,,,
78715,71908,,,16,,,,1.0,1.0
78716,71909,3.0,,,1.0,,,,
78717,71910,3.0,,,,,,,
78718,71911,1.0,,,,,,1.0,1.0
78719,71912,2.0,,69,,,1.0,,1.0
78720,71913,3.0,,,,,,,1.0
78721,71914,,,,,,,1.0,1.0
78722,71915,,,,,,,1.0,1.0
78723,71916,3.0,,65,1.0,,1.0,1.0,1.0
78724,71917,1.0,,,,,,,
78725,71918,,,,1.0,,,,1.0
78726,71919,2.0,,,,,,,
78727,71920,,,,,,,,
78728,71921,,,,,,,,
78729,71922,2.0,,,1.0,,,1.0,1.0
78730,71923,,237.600,88,,,,,
78731,71924,,,,,,,,
78732,71925,,,,1.0,,,1.0,1.0
78733,71926,,,,,,,1.0,1.0
78734,71927,,,,1.0,,,,
78735,71928,,,,,,,1.0,1.0
78736,71929,4.0,,,,,1.0,1.0,1.0
78737,71930,,,280,1.0,,,,
78738,71931,1.0,,,1.0,1.0,,,1.0
78739,71932,1.0,,,,,,,
78740,71933,4.0,,,,,,,1.0
78741,71934,5.0,,,1.0,,1.0,,
78742,71935,,,,1.0,,,1.0,1.0
78743,71936,3.0,,,1.0,1.0,1.0,,1.0
78744,71937,4.0,,,1.0,1.0,1.0,1.0,1.0
78745,71938,,175.800,75,,,,,1.0
78746,71939,,,,1.0,,,,
78747,71940,3.0,,,,,,1.0,1.0
78748,71941,,,,,,,,
78749,71942,,,,,,,1.0,1.0
78750,71943,1.0,,,,,,,
78751,71944,,,,,,,1.0,1.0
78752,71945,4.0,,,,,,1.0,1.0
78753,71946,6.0,,,,,1.0,,1.0
78754,71947,4.0,,,,,1.0,1.0,1.0
78755,71948,,,,,,,1.0,1.0
78756,71949,,,,1.0,1.0,,1.0,1.0
78757,71950,,,,1.0,,,,1.0
78758,71951,,,,,,,1.0,1.0
78759,71952,2.0,,,,,,1.0,1.0
78760,71953,,179.300,75,,,,,
78761,71954,,,,,,,1.0,1.0
78762,71955,,,,,,,1.0,1.0
78763,71956,3.0,,,,,,1.0,1.0
78764,71957,4.0,,,1.0,1.0,1.0,1.0,1.0
78765,71958,3.0,,56,1.0,,1.0,,1.0
78766,71959,1.0,82.000,,1.0,,,1.0,1.0
78767,71960,,,,,,,1.0,1.0
78768,71961,1.0,,,,,,,
78769,71962,6.0,,,,,,1.0,1.0
78770,71963,3.0,,,1.0,,,1.0,1.0
78771,71964,,237.600,88,,,,,1.0
78772,71965,4.0,,,,,,,1.0
78773,71966,,,,1.0,,,1.0,1.0
78775,71967,3.0,,,,,1.0,,1.0
78776,71968,4.0,,,,,,1.0,1.0
78777,71969,,,461,,,,1.0,1.0
78778,71970,2.0,,,,,,1.0,1.0
78779,71971,,,,,,,,1.0
78780,71972,1.0,82.000,,1.0,,,1.0,1.0
78781,71973,3.0,,,,,,1.0,1.0
78782,71974,,,,,,,1.0,1.0
78783,71975,4.0,,,,,1.0,1.0,1.0
78784,71976,,,,1.0,,,1.0,1.0
78785,71977,4.0,,,,,,,
78786,71978,3.0,,56,1.0,,1.0,,1.0
78787,71979,,,,1.0,,,,1.0
78788,71980,,,,,,,1.0,1.0
78789,71981,3.0,,,,,,1.0,1.0
78790,71982,,71.500,21,,,,,
78791,71983,,,22,,,,,
78792,71984,,,,1.0,,,,1.0
78793,71985,,,,,,,,1.0
78794,71986,,,80,,,,1.0,1.0
78795,71987,3.0,,,,,,1.0,1.0
78796,71988,,,,1.0,,,1.0,1.0
78797,71989,5.0,,125,,,1.0,,1.0
78798,71990,1.0,82.000,,1.0,,,1.0,1.0
78799,71991,,,,1.0,,,,1.0
78800,71992,4.0,,,1.0,,,1.0,1.0
78801,71993,1.0,,,,,,,
78802,71994,,,,,,1.0,,1.0
78803,71995,2.0,,,,,,1.0,1.0
78804,71996,,355.800,130,,,,,
78805,71997,3.0,,,,,,1.0,1.0
78806,71998,3.0,,,,,,1.0,1.0
78807,71999,,,,1.0,,,1.0,1.0
78808,72000,,,164,1.0,,,,
78809,72001,,,,,,,,1.0
78810,72002,2.0,,,,,1.0,1.0,1.0
78811,72003,,,,,,,,
78812,72004,2.0,,800,,,,,1.0
78813,72005,4.0,,,,,,,
78814,72006,3.0,,,,,,1.0,1.0
78815,72007,,355.800,130,,,,,
78816,72008,4.0,,,1.0,,1.0,1.0,1.0
78817,72009,,,,,,,1.0,1.0
78818,72010,2.0,,,,,1.0,,
78819,72011,,,,1.0,,,1.0,1.0
78821,72012,3.0,,63,1.0,,,,1.0
78822,72013,3.0,,,1.0,,,,
78823,72014,,,,1.0,1.0,,1.0,1.0
78824,72015,4.0,,,,,,,
78825,72016,,138.700,52,,,,,1.0
78826,72017,,,,1.0,,,1.0,1.0
78827,72018,6.0,,,1.0,,,,1.0
78828,72019,4.0,,,1.0,,,1.0,1.0
78829,72020,2.0,,,1.0,,,,
78830,72021,3.0,,,,,,1.0,1.0
78832,72022,3.0,320.000,800,,,,1.0,1.0
78833,72023,1.0,,38,,,1.0,,
78834,72024,3.0,,,,,,,1.0
78835,72025,1.0,,,,,1.0,,1.0
78836,72026,,140.000,18212,1.0,,,,1.0
78837,72027,3.0,,40,,,,,1.0
78839,72028,,,126,1.0,1.0,,1.0,1.0
78840,72029,,,,,,,,1.0
78841,72030,1.0,17.000,28,,,,1.0,1.0
78842,72031,3.0,25.000,90,1.0,1.0,,1.0,1.0
78843,72032,4.0,,,,,1.0,,1.0
78844,72033,1.0,99.6872,,1.0,,,,
78845,72034,,,,,,,1.0,1.0
78846,72035,,245.800,110,,,,,1.0
78847,72036,,,,1.0,,,1.0,1.0
78849,72037,,,,,,,,1.0
78850,72038,,,,1.0,,,1.0,1.0
78851,72039,1.0,,,1.0,,,1.0,1.0
78852,72040,3.0,,,,,,1.0,1.0
78853,72041,,,,,,,,
78854,72042,,,,,,,1.0,1.0
78855,72043,1.0,17.000,31,1.0,1.0,,1.0,1.0
78857,72044,5.0,,118,,,1.0,,1.0
78858,72045,,,,1.0,,,,1.0
78859,72046,1.0,115.9861,,,,,,
78860,72047,,,,,,,,1.0
78861,72048,3.0,,,1.0,1.0,,1.0,1.0
78863,72049,,,,,,,1.0,1.0
78864,72050,2.0,25.000,70,1.0,1.0,,1.0,1.0
78865,72051,,,,1.0,,,1.0,1.0
78866,72052,,,380,,,1.0,,
78867,72053,2.0,,,1.0,1.0,1.0,,1.0
78868,72054,2.0,17.000,34,1.0,,,1.0,1.0
78869,72055,3.0,,,,,,1.0,1.0
78870,72056,,,200,1.0,,,,1.0
78871,72057,,,,1.0,,,1.0,1.0
78872,72058,,158.000,61,,,,,
78873,72059,,,,1.0,,,,1.0
78874,72060,3.0,,,1.0,1.0,,1.0,1.0
78875,72061,2.0,17.000,39,1.0,,,1.0,1.0
78876,72062,2.0,,,,,,1.0,1.0
78877,72063,3.0,,64,1.0,,1.0,,1.0
78878,72064,2.0,25.000,70,1.0,1.0,,1.0,1.0
78879,72065,,,62,1.0,1.0,,,
78881,72066,3.0,,,1.0,,1.0,,1.0
78882,72067,,,,1.0,,,,1.0
78883,72068,4.0,,,,,1.0,1.0,1.0
78884,72069,3.0,,,,,1.0,,1.0
78885,72070,2.0,17.000,39,1.0,1.0,,1.0,1.0
78886,72071,3.0,,,1.0,1.0,,1.0,1.0
78887,72072,2.0,25.000,70,1.0,1.0,,1.0,1.0
78888,72073,2.0,,,,,,1.0,1.0
78889,72074,,,,1.0,,,1.0,1.0
78890,72075,,,,,,,,1.0
78892,72076,,,,,,,1.0,1.0
78893,72077,,,,,,,1.0,1.0
78894,72078,,,,1.0,,,,1.0
78895,72079,,,,,,,,1.0
78896,72080,,,,1.0,,,,1.0
78897,72081,,,,,,,,1.0
78898,72082,,,,,,,,1.0
78899,72083,2.0,17.000,34,1.0,1.0,,1.0,1.0
78900,72084,4.0,,,,,1.0,1.0,1.0
78901,72085,2.0,25.000,70,1.0,1.0,,1.0,1.0
78902,72086,2.0,,,1.0,,,,1.0
78903,72087,,,,1.0,,,,1.0
78905,72088,,,,,,,,1.0
78906,72089,3.0,,,,,,1.0,1.0
78907,72090,,,,,,,1.0,1.0
78908,72091,,,,,,,,1.0
78909,72092,,,,,,,,
78910,72093,4.0,,,,,1.0,1.0,1.0
78911,72094,2.0,17000,38,1.0,1.0,,1.0,1.0
78912,72095,2.0,25.000,70,1.0,1.0,,1.0,1.0
78913,72096,,,9965,,,,1.0,1.0
78914,72097,4.0,,74,1.0,1.0,,,1.0
78915,72098,3.0,,,,,,1.0,1.0
78917,72099,,,,,,,,1.0
78918,72100,3.0,,,1.0,,,1.0,1.0
78919,72101,,,,,,,1.0,1.0
78920,72102,,,,,,,1.0,1.0
78921,72103,3.0,,,1.0,,1.0,1.0,1.0
78922,72104,,,,1.0,,,,1.0
78923,72105,,,,1.0,,1.0,1.0,1.0
78924,72106,,,,,,,1.0,1.0
78925,72107,,,,,,,1.0,1.0
78926,72108,,,,,,,,
78927,72109,4.0,,144,1.0,1.0,1.0,1.0,1.0
78928,72110,4.0,,,,,1.0,1.0,1.0
78929,72111,,,,,,,,
78931,72112,,,,,,,1.0,1.0
78932,72113,,,,1.0,,,1.0,1.0
78934,72114,1.0,,31,1.0,1.0,1.0,,1.0
78935,72115,5.0,,,1.0,,1.0,1.0,1.0
78936,72116,,,,,,,,1.0
78937,72117,,180.000,,,,,,
78938,72118,,,,,,,,
78939,72119,2.0,,,,,,,1.0
78940,72120,1.0,,,,,,1.0,1.0
78941,72121,3.0,,,,,1.0,1.0,1.0
78942,72122,1.0,,,1.0,,,,
78944,72123,3.0,,,,,,1.0,1.0
78945,72124,,,,1.0,,,,
78946,72125,,,,,,,,
78947,72126,,,,,,,,
78948,72127,,,,,,,,1.0
78949,72128,2.0,,,,,,,
78950,72129,,,,,,,1.0,1.0
78951,72130,,,,1.0,,,,1.0
78952,72131,3.0,,,1.0,,1.0,1.0,1.0
78953,72132,,,,,,,,
78954,72133,,,,1.0,,1.0,,1.0
78955,72134,2.0,,,1.0,,1.0,1.0,1.0
78956,72135,,,,,,,1.0,1.0
78958,72136,3.0,,56,,,,1.0,1.0
78960,72137,,,,,,,1.0,1.0
78961,72138,4.0,,,,,1.0,1.0,1.0
78962,72139,3.0,,,,,,,1.0
78963,72140,,,,1.0,,,,1.0
78964,72141,2.0,,,,,,1.0,1.0
78965,72142,,,,,,,,
78967,72143,2.0,,667,,,,1.0,1.0
78968,72144,,,72,,,,,1.0
78969,72145,5.0,,,1.0,1.0,1.0,1.0,1.0
78970,72146,,,821,,,,,1.0
78971,72147,4.0,,,,,1.0,1.0,1.0
78972,72148,,,,1.0,,1.0,,
78973,72149,,,,1.0,,,1.0,1.0
78974,72150,1.0,,,1.0,1.0,1.0,1.0,1.0
78975,72151,2.0,,,,,,,
78976,72152,2.0,,667,,,,1.0,1.0
78977,72153,,,,,,,1.0,1.0
78978,72154,,,,,,,,
78979,72155,4.0,,,,,1.0,1.0,1.0
78981,72156,2.0,,,,,,1.0,1.0
78982,72157,3.0,,,1.0,,1.0,1.0,1.0
78983,72158,2.0,,55,,,1.0,,
78984,72159,,,,,,,,1.0
78985,72160,,,,1.0,,,,1.0
78986,72161,,,,,,,,1.0
78987,72162,1.0,,,1.0,,,,
78988,72163,,,500,,,1.0,1.0,1.0
78989,72164,,,821,,,,,1.0
78990,72165,,,,1.0,,1.0,1.0,1.0
78991,72166,2.0,,667,,,,1.0,1.0
78992,72167,,,,1.0,,1.0,,
78993,72168,3.0,,,,,,,
78994,72169,,,,,,,,1.0
78995,72170,2.0,85.000,,1.0,,1.0,1.0,1.0
78996,72171,2.0,25.000,70,1.0,1.0,,1.0,1.0
78997,72172,6.0,,,,,,1.0,1.0
78998,72173,3.0,,,1.0,,,,1.0
78999,72174,,,900,,,,,1.0
79001,72175,2.0,,,,,,1.0,1.0
79002,72176,,,,1.0,,,,1.0
79003,72177,1.0,,,1.0,,,,1.0
79004,72178,3.0,,75,1.0,1.0,,,1.0
79005,72179,,,50,,,,1.0,1.0
79006,72180,2.0,,667,,,,1.0,1.0
79007,72181,,,,,,1.0,1.0,1.0
79008,72182,1.0,,,,,,,
79009,72183,,,,,,,,
79010,72184,3.0,25.000,90,1.0,1.0,,1.0,1.0
79011,72185,,,,,,,,
79012,72186,,450.000,,1.0,,,,
79013,72187,3.0,,61,1.0,,,,1.0
79014,72188,,,,1.0,,,,
79015,72189,2.0,,40,,,,1.0,1.0
79016,72190,1.0,,,,,,,
79017,72191,3.0,,70,1.0,,,,1.0
79018,72192,1.0,,,,,,,1.0
79019,72193,,,,1.0,,,,
79020,72194,2.0,,667,,,,1.0,1.0
79021,72195,,,,,,1.0,,1.0
79022,72196,,,,,,1.0,,
79023,72197,2.0,25.000,70,1.0,1.0,,1.0,1.0
79024,72198,,,,,,,1.0,1.0
79025,72199,,,764,,,,,1.0
79026,72200,,,,1.0,,,1.0,1.0
79027,72201,2.0,,,1.0,1.0,,,
79028,72202,,,17,1.0,,,,
79029,72203,3.0,,6,,,,,
79031,72204,2.0,,667,,,,1.0,1.0
79032,72205,,,,1.0,,1.0,1.0,1.0
79033,72206,,,,1.0,,,1.0,1.0
79035,72207,2.0,,,,,,1.0,1.0
79036,72208,4.0,,,,,,,1.0
79037,72209,,,,,,,1.0,1.0
79038,72210,,,,1.0,,,,1.0
79039,72211,,,,1.0,,,1.0,1.0
79040,72212,2.0,,50,1.0,,,,1.0
79041,72213,,,,1.0,,,,
79042,72214,,,,1.0,,,1.0,1.0
79043,72215,,,,1.0,,1.0,1.0,1.0
79044,72216,1.0,,,,,1.0,1.0,1.0
79045,72217,,,,,,,,1.0
79046,72218,,,,,,,1.0,1.0
79047,72219,3.0,,75,1.0,,1.0,,
79048,72220,1.0,,,,,1.0,1.0,1.0
79049,72221,2.0,,20,1.0,1.0,,,1.0
79050,72222,2.0,,,,,,,
79051,72223,4.0,,113,1.0,,1.0,,1.0
79052,72224,,,,,,,1.0,1.0
79053,72225,,,,,,,,
79054,72226,2.0,,,,,,,1.0
79055,72227,,,,1.0,,,1.0,1.0
79057,72228,,,30,,,,,1.0
79058,72229,,35.000,45,,,1.0,1.0,1.0
79059,72230,,,300,,,,,1.0
79060,72231,,,,,,,,
79061,72232,4.0,,26,,,1.0,,1.0
79062,72233,,,,,,1.0,,
79063,72234,,,,1.0,,,1.0,1.0
79064,72235,2.0,85.000,,1.0,,1.0,1.0,1.0
79065,72236,,,38,,,1.0,,1.0
79066,72237,1.0,,,1.0,1.0,1.0,,1.0
79067,72238,,,,,,,,
79068,72239,,,,1.0,,,1.0,1.0
79069,72240,,,000,,,,,
79070,72241,4.0,240.000,,,,,1.0,1.0
79071,72242,,,,,,1.0,,1.0
79072,72243,,,,,,,1.0,1.0
79073,72244,,,,,,,1.0,1.0
79074,72245,,,,,,,,
79075,72246,,,48,1.0,,1.0,1.0,1.0
79076,72247,,,,,,,1.0,1.0
79077,72248,,,100,1.0,,1.0,,
79078,72249,,,,,,,,
79079,72250,,,48,1.0,,1.0,1.0,1.0
79080,72251,,,,,,,1.0,1.0
79081,72252,,,490,,,,,
79082,72253,,,1995,,,,,1.0
79083,72254,3.0,,,,,1.0,,1.0
79084,72255,3.0,,,1.0,,1.0,,1.0
79085,72256,,,,,,,,1.0
79086,72257,,,,1.0,,,,1.0
79087,72258,4.0,,,,,1.0,,1.0
79088,72259,,,,1.0,,,1.0,1.0
79089,72260,,,,,,,,
79090,72261,,,100,1.0,,1.0,,
79091,72262,,,,,,,,1.0
79092,72263,2.0,,,1.0,,,,
79093,72264,,,861,,,,,
79094,72265,,,65,1.0,,,,1.0
79095,72266,,,,,,,,
79096,72267,,,,,,,,1.0
79097,72268,,,187,,,1.0,1.0,1.0
79099,72269,,,,,,,1.0,1.0
79100,72270,,,,,,,1.0,1.0
79101,72271,,,,1.0,1.0,,,
79102,72272,1.0,20.000,,,,1.0,1.0,1.0
79103,72273,,,,,,,,
79104,72274,2.0,,,1.0,,,,1.0
79105,72275,,,,1.0,,,,
79106,72276,,,,1.0,,,,1.0
79107,72277,3.0,,,1.0,1.0,1.0,,1.0
79108,72278,,,,,,,,1.0
79109,72279,,,100,1.0,,1.0,,
79110,72280,,,,,,,,1.0
79111,72281,,,,1.0,,,,1.0
79112,72282,,,225,1.0,,1.0,1.0,1.0
79113,72283,,,,,,,1.0,1.0
79114,72284,3.0,,,,,1.0,,1.0
79115,72285,5.0,,,1.0,,,,1.0
79116,72286,4.0,,,,,,1.0,1.0
79117,72287,3.0,,,1.0,1.0,1.0,,1.0
79118,72288,3.0,,,,,,,1.0
79119,72289,,,,,,,,1.0
79120,72290,,,861,,,1.0,,
79121,72291,4.0,,,,,,1.0,1.0
79122,72292,,,,,,,1.0,1.0
79123,72293,3.0,,,1.0,,,1.0,1.0
79124,72294,,,,,,,1.0,1.0
79125,72295,3.0,,,,,,1.0,1.0
79126,72296,,,,,,1.0,,
79127,72297,,,,,,,,1.0
79128,72298,2.0,,28,,,1.0,,
79129,72299,1.0,26.000,,,,1.0,1.0,1.0
79130,72300,,,,,,,,
79131,72301,3.0,,,1.0,,1.0,,1.0
79132,72302,,,,1.0,,,1.0,1.0
79133,72303,4.0,,,,,,1.0,1.0
79134,72304,3.0,,,1.0,,,1.0,1.0
79135,72305,2.0,,,1.0,1.0,,1.0,1.0
79136,72306,,,,,,,,1.0
79137,72307,3.0,,45,1.0,1.0,1.0,,
79138,72308,,,,,,,,1.0
79139,72309,,,,,,1.0,,
79140,72310,,,,1.0,1.0,,,
79142,72311,1.0,,,1.0,,1.0,1.0,1.0
79143,72312,,,,,,1.0,,
79144,72313,,,,1.0,,1.0,1.0,1.0
79145,72314,,,,,,,,
79146,72315,4.0,,,,,,1.0,1.0
79147,72316,,,,1.0,,1.0,,1.0
79148,72317,,,,,,,,1.0
79149,72318,,,,,,,,1.0
79150,72319,2.0,40.000,,,,,,
79151,72320,3.0,,,1.0,,1.0,1.0,1.0
79152,72321,5.0,,503,,,1.0,1.0,1.0
79153,72322,,,,,,,1.0,1.0
79154,72323,,,,,,,,
79155,72324,,,,,,,,
79156,72325,,,,1.0,,,,
79157,72326,2.0,,,,,,1.0,1.0
79158,72327,,,,1.0,,1.0,,1.0
79159,72328,,,,,,,1.0,1.0
79160,72329,4.0,,258,1.0,1.0,1.0,1.0,1.0
79161,72330,,,,,,,,
79162,72331,,,,1.0,,,,
79163,72332,2.0,40.000,,,,,,
79165,72333,1.0,26.000,51,,,1.0,1.0,1.0
79166,72334,5.0,,503,,,1.0,1.0,1.0
79167,72335,,,,,,,,1.0
79168,72336,,,712,,,,,1.0
79169,72337,2.0,,,,,,1.0,1.0
79170,72338,2.0,,,1.0,1.0,,,1.0
79171,72339,,,,,,1.0,,
79172,72340,,,,,,,,
79173,72341,3.0,,,1.0,1.0,,1.0,1.0
79174,72342,,,,1.0,,,,1.0
79175,72343,2.0,,,1.0,,1.0,1.0,1.0
79176,72344,,,,,,,,1.0
79177,72345,,,,,,,,1.0
79178,72346,6.0,,,,,,,1.0
79179,72347,2.0,,,,,,1.0,1.0
79180,72348,,,,,,1.0,1.0,1.0
79181,72349,3.0,,,,,,,1.0
79182,72350,,,245,,,,,
79183,72351,,,187,,,1.0,1.0,1.0
79184,72352,,,,,,,,
79185,72353,4.0,,,,,1.0,,1.0
79186,72354,,900.000,,,,,1.0,1.0
79187,72355,,,,1.0,,,1.0,1.0
79188,72356,,,,1.0,,,,1.0
79189,72357,5.0,,,1.0,,1.0,1.0,1.0
79190,72358,,,,,,,,
79191,72359,3.0,,,,,1.0,,1.0
79192,72360,,,1000,,,,1.0,1.0
79193,72361,6.0,,,,,,,1.0
79194,72362,3.0,,,,,,,1.0
79195,72363,,,,,,1.0,1.0,1.0
79196,72364,1.0,,,1.0,,1.0,,
79197,72365,2.0,,,1.0,,,,
79198,72366,,,,,,,,
79199,72367,2.0,,,,,,1.0,1.0
79200,72368,,,,,,1.0,,
79201,72369,,,,1.0,,,1.0,1.0
79202,72370,,,187,,,1.0,1.0,1.0
79203,72371,3.0,,,,,1.0,,1.0
79204,72372,4.0,,150,,,,1.0,1.0
79205,72373,2.0,,,1.0,1.0,,,1.0
79206,72374,,,48,,,,1.0,1.0
79207,72375,2.0,,,,,,1.0,1.0
79208,72376,,,,,,,1.0,1.0
79209,72377,,,,1.0,1.0,1.0,,
79210,72378,,,500,1.0,,,,1.0
79211,72379,,,,,,,,
79212,72380,3.0,,,,,1.0,1.0,1.0
79213,72381,7.0,,55,,,1.0,1.0,1.0
79214,72382,4.0,,,,,,1.0,1.0
79215,72383,,,,1.0,,,,1.0
79216,72384,,,577,,,,,
79217,72385,,,,1.0,,,,
79219,72386,,,160,1.0,,1.0,1.0,1.0
79220,72387,2.0,,,,,,,
79221,72388,,,,1.0,,,,1.0
79222,72389,,,,,,,1.0,1.0
79223,72390,,,,,,,,
79224,72391,,,,,,,,1.0
79225,72392,3.0,,,,,1.0,1.0,1.0
79226,72393,4.0,,223,1.0,1.0,,1.0,1.0
79227,72394,,,,,,,,
79228,72395,,,,,,1.0,,
79229,72396,,,300,,,,,
79230,72397,2.0,,,,,,1.0,1.0
79231,72398,2.0,,,1.0,1.0,,,1.0
79232,72399,,,,1.0,,,,
79233,72400,,,,,,,,
79235,72401,2.0,,,1.0,1.0,1.0,1.0,1.0
79236,72402,1.0,,24,,,1.0,,
79237,72403,,,,,,,,
79238,72404,2.0,,,,,,1.0,1.0
79239,72405,,,300,,,,,
79240,72406,3.0,,,1.0,1.0,,,1.0
79241,72407,2.0,,,1.0,1.0,,,1.0
79242,72408,2.0,,,,,,,
79243,72409,,,,,,,,1.0
79244,72410,3.0,,240,,,,,1.0
79245,72411,1.0,,,,,,,
79246,72412,,,,1.0,1.0,,,1.0
79247,72413,3.0,,,1.0,,,,1.0
79248,72414,,,,,,,,1.0
79249,72415,,,,1.0,,,,1.0
79250,72416,,,,,,,,
79251,72417,2.0,,,,,,1.0,1.0
79252,72418,,,300,,,,,
79253,72419,2.0,,,,,,1.0,1.0
79254,72420,,,,,,1.0,1.0,1.0
79255,72421,2.0,,,1.0,1.0,,,1.0
79256,72422,1.0,,57,1.0,1.0,1.0,,1.0
79257,72423,3.0,,55,,,1.0,,1.0
79258,72424,2.0,,,,,,,
79259,72425,,,,,,1.0,1.0,1.0
79260,72426,,,,1.0,,,,
79261,72427,,,,,,1.0,,1.0
79262,72428,,,,1.0,,,1.0,1.0
79263,72429,,,125,,,,,1.0
79264,72430,,,,,,,,1.0
79265,72431,2.0,,,,,,1.0,1.0
79266,72432,2.0,,,,,,,1.0
79267,72433,,,300,,,,,
79268,72434,,,,,,,1.0,1.0
79269,72435,,,,,,,,
79270,72436,2.0,,,,,,1.0,1.0
79271,72437,,,,,,1.0,,
79272,72438,,,150,1.0,,,,
79273,72439,2.0,,,1.0,,,,1.0
79275,72440,,,,,,1.0,1.0,1.0
79276,72441,2.0,,,,,,1.0,1.0
79277,72442,,,,,,,1.0,1.0
79278,72443,,,300,,,,,
79279,72444,1.0,,,1.0,,,,
79280,72445,3.0,,52,,,1.0,,1.0
79281,72446,,,,,,,1.0,1.0
79282,72447,4.0,,,,,,1.0,1.0
79283,72448,3.0,,,,,,1.0,1.0
79284,72449,6.0,,,1.0,,,,
79285,72450,,,,,,,,1.0
79286,72451,,,,,,,1.0,1.0
79287,72452,2.0,,,,,,1.0,1.0
79288,72453,4.0,,,,,,1.0,1.0
79289,72454,,,,1.0,,,,
79290,72455,1.0,,,,,,,
79291,72456,1.0,,35,1.0,,1.0,,1.0
79292,72457,2.0,,,,,,1.0,1.0
79293,72458,,,,1.0,,,,
79294,72459,3.0,,,1.0,,,1.0,1.0
79295,72460,3.0,,,1.0,,,1.0,1.0
79296,72461,,,,1.0,,,1.0,1.0
79297,72462,,,,,,1.0,,
79298,72463,2.0,25.000,70,1.0,1.0,,1.0,1.0
79299,72464,4.0,,,1.0,1.0,1.0,1.0,1.0
79300,72465,,,000,1.0,,1.0,,1.0
79301,72466,,,,,,1.0,,1.0
79302,72467,2.0,,,,,,1.0,1.0
79303,72468,,,,,,,,1.0
79304,72469,3.0,,,1.0,,,1.0,1.0
79305,72470,1.0,,35,1.0,,,,1.0
79306,72471,,,322,,,,,
79307,72472,1.0,,,1.0,1.0,,,1.0
79308,72473,4.0,,,,,,1.0,1.0
79309,72474,,,182,,,,1.0,1.0
79310,72475,,,35,1.0,,1.0,,1.0
79311,72476,,,000,1.0,,1.0,,1.0
79312,72477,,,,,,,,
79313,72478,2.0,25.000,70,1.0,1.0,,1.0,1.0
79314,72479,,,,1.0,1.0,,,
79315,72480,2.0,,,,,,,
